Real,Imaginary
-0.0197454,-0.0109256
-0.0126346,-0.0153812
-0.00390635,-0.0212103
-0.0255744,-0.00695818
0.000701922,-0.0236822
-0.02002,-0.0108035
-0.0126346,-0.0154118
-0.00350961,-0.0211797
-0.0253302,-0.00723285
0.000823995,-0.0238348
-0.0197759,-0.0111392
-0.0125736,-0.0151981
-0.00357065,-0.0212103
-0.0261542,-0.00729388
0.000762959,-0.0236517
-0.019959,-0.0110171
-0.0128482,-0.0151981
-0.00354013,-0.0212103
-0.0259711,-0.00747699
0.000946069,-0.0234686
-0.0199285,-0.0109866
-0.0128482,-0.0151371
-0.00350961,-0.0212103
-0.0258185,-0.00738544
0.00091555,-0.0234381
-0.019898,-0.0110171
-0.0127262,-0.0151066
-0.00335702,-0.0212103
-0.0258796,-0.0076601
0.00103762,-0.0235907
-0.0199285,-0.010773
-0.0128177,-0.0153812
-0.00354013,-0.0209356
-0.025849,-0.00744648
0.00119022,-0.023255
-0.0202337,-0.0114139
-0.0128177,-0.0154728
-0.00338754,-0.020844
-0.0260627,-0.00787373
0.00106814,-0.0235602
-0.0202642,-0.0111697
-0.0129093,-0.0154423
-0.00323494,-0.0210882
-0.0261847,-0.00790425
0.000854514,-0.0233465
-0.0205083,-0.0113223
-0.0129398,-0.0151981
-0.00335702,-0.0208745
-0.0261237,-0.00802633
0.00091555,-0.0232855
-0.0203863,-0.0113223
-0.0129703,-0.0152287
-0.0033265,-0.0206914
-0.0260321,-0.00811788
0.00128177,-0.0230414
-0.0202642,-0.0113528
-0.0129703,-0.0151676
-0.00320443,-0.0206304
-0.0260016,-0.0078127
0.00125125,-0.0229803
-0.0206304,-0.0115665
-0.0127567,-0.0153507
-0.00347909,-0.020844
-0.0264594,-0.00836203
0.00109866,-0.0229498
-0.0204168,-0.0113223
-0.0129398,-0.0151066
-0.00320443,-0.0206609
-0.0264594,-0.00827047
0.00112918,-0.0227972
-0.0203557,-0.0114444
-0.0128482,-0.0152897
-0.00323494,-0.0203557
-0.0263373,-0.00817892
0.0011597,-0.0227056
-0.0204473,-0.011597
-0.0127872,-0.0153202
-0.00335702,-0.0202337
-0.0267341,-0.00823995
0.00131229,-0.0229193
-0.0204168,-0.0115665
-0.0130313,-0.0151676
-0.0033265,-0.0202642
-0.0262763,-0.00833151
0.00134281,-0.0226751
-0.0206304,-0.0115054
-0.0131229,-0.0153202
-0.00329598,-0.0203252
-0.0265815,-0.0081484
0.00140384,-0.0224615
-0.0209966,-0.011597
-0.0130924,-0.0154728
-0.00314339,-0.0203557
-0.0267036,-0.00845358
0.00122073,-0.022431
-0.0206914,-0.011719
-0.013306,-0.0150761
-0.00338754,-0.0202031
-0.0264899,-0.00854514
0.00134281,-0.0225531
-0.0205083,-0.011597
-0.0130924,-0.0152287
-0.00335702,-0.0204778
-0.0268256,-0.00863669
0.00155644,-0.0225225
-0.0206609,-0.011597
-0.0129398,-0.0151676
-0.00308235,-0.0203557
-0.0265204,-0.00863669
0.00131229,-0.0225531
-0.0205694,-0.0113833
-0.0130008,-0.0152592
-0.00323494,-0.0202947
-0.0263679,-0.00863669
0.00152592,-0.0227362
-0.0204473,-0.0116275
-0.0131839,-0.0153812
-0.00344857,-0.0202031
-0.0263984,-0.00845358
0.00143436,-0.0227056
-0.0205999,-0.0118716
-0.0134586,-0.0155338
-0.00338754,-0.0204473
-0.0268867,-0.00851462
0.00143436,-0.0225836
-0.0204473,-0.011719
-0.0130313,-0.0152897
-0.00326546,-0.0204168
-0.0265815,-0.00866721
0.00137333,-0.0228582
-0.0206914,-0.0116885
-0.0130313,-0.0152592
-0.0033265,-0.0205388
-0.0268256,-0.00878928
0.00122073,-0.0225836
-0.0205388,-0.0115665
-0.0126651,-0.0152287
-0.00320443,-0.0202031
-0.0265204,-0.00860617
0.00155644,-0.0225225
-0.0206609,-0.011658
-0.0129703,-0.0153202
-0.00338754,-0.0202337
-0.0268867,-0.00845358
0.00134281,-0.0225836
-0.0205694,-0.0116275
-0.013245,-0.0151981
-0.00335702,-0.0201421
-0.0267036,-0.00833151
0.00128177,-0.0227667
-0.0202947,-0.011658
-0.0132144,-0.0152897
-0.00329598,-0.02002
-0.0267036,-0.00817892
0.00119022,-0.0224615
-0.020722,-0.0115054
-0.0130924,-0.0152287
-0.00341805,-0.0203863
-0.0271308,-0.00833151
0.000885032,-0.0225531
-0.0206609,-0.011597
-0.0130924,-0.0150761
-0.00360116,-0.0201116
-0.026673,-0.00845358
0.00109866,-0.0226751
-0.0205083,-0.0113223
-0.013245,-0.0151066
-0.00360116,-0.0203252
-0.0265815,-0.00851462
0.000946069,-0.0227056
-0.0205694,-0.0112308
-0.0130924,-0.0152287
-0.00344857,-0.0207525
-0.0261237,-0.00830099
0.000854514,-0.0228277
-0.0209356,-0.0112918
-0.0131839,-0.0151066
-0.00360116,-0.0203252
-0.0267341,-0.00820944
0.00091555,-0.0229193
-0.0205388,-0.0113223
-0.013306,-0.0150761
-0.00341805,-0.0203252
-0.026551,-0.00808736
0.00091555,-0.0230719
-0.020783,-0.0113528
-0.0134891,-0.0151676
-0.00375376,-0.0207525
-0.0266425,-0.00802633
0.00100711,-0.0228582
-0.020783,-0.0112613
-0.0132144,-0.0152287
-0.00369272,-0.0205388
-0.0264289,-0.00823995
0.00122073,-0.0226446
-0.0206609,-0.0113833
-0.0133365,-0.0152592
-0.00350961,-0.0203863
-0.0264594,-0.0078127
0.000946069,-0.0230414
-0.0205999,-0.0114749
-0.013306,-0.0151981
-0.00363168,-0.0203557
-0.0263984,-0.00790425
0.000823995,-0.0229193
-0.0205694,-0.0113223
-0.0131534,-0.0152287
-0.00344857,-0.0202031
-0.0262153,-0.00778218
0.000671404,-0.023255
-0.0205083,-0.0112002
-0.0134281,-0.0151066
-0.00363168,-0.0206914
-0.0266425,-0.00793477
0.000823995,-0.0227362
-0.0206304,-0.0112002
-0.013367,-0.0151066
-0.00375376,-0.0204473
-0.026551,-0.00823995
0.00073244,-0.023255
-0.0207525,-0.0112613
-0.013245,-0.0150761
-0.00369272,-0.0205999
-0.0265815,-0.00805684
0.000823995,-0.0228888
-0.0206609,-0.0112613
-0.013367,-0.0152287
-0.00363168,-0.0203252
-0.0264899,-0.00784322
0.00073244,-0.0232245
-0.0203557,-0.0112002
-0.013306,-0.0151371
-0.00408946,-0.0206609
-0.0265815,-0.00772114
0.000946069,-0.0227972
-0.0205083,-0.0111087
-0.0134891,-0.0148624
-0.00369272,-0.0203557
-0.0265815,-0.00778218
0.000671404,-0.0231024
-0.0207525,-0.0111087
-0.0135196,-0.0150761
-0.00369272,-0.0206914
-0.026673,-0.00796529
0.000854514,-0.0232855
-0.0206914,-0.0111087
-0.013306,-0.015015
-0.0036622,-0.0204778
-0.0262763,-0.00790425
0.00073244,-0.0230414
-0.0206914,-0.0111697
-0.0132144,-0.014893
-0.00393687,-0.0203863
-0.026673,-0.00769062
0.000823995,-0.0228888
-0.0208745,-0.0110782
-0.013367,-0.0153507
-0.0036622,-0.0206609
-0.026612,-0.00790425
0.000885032,-0.023316
-0.0206609,-0.0113833
-0.0132755,-0.0152592
-0.00381479,-0.0206304
-0.0264289,-0.00762959
0.00073244,-0.0229498
-0.0206304,-0.0111697
-0.0131534,-0.0153812
-0.00369272,-0.0206914
-0.0266425,-0.00775166
0.000671404,-0.0231634
-0.0208745,-0.0114749
-0.0133976,-0.0149845
-0.0036622,-0.0202947
-0.0265204,-0.0078127
0.000427257,-0.023255
-0.0207525,-0.0112613
-0.0131534,-0.0151676
-0.0036622,-0.0205083
-0.0264289,-0.00787373
0.000701922,-0.0229193
-0.0206914,-0.0111392
-0.0134586,-0.0149235
-0.00375376,-0.0205694
-0.0266425,-0.00787373
0.000793477,-0.0228582
-0.0206609,-0.0110171
-0.0133365,-0.0152897
-0.00357065,-0.0206609
-0.0263984,-0.00790425
0.000854514,-0.0228888
-0.0204778,-0.0110476
-0.0133365,-0.0152592
-0.00372324,-0.0203863
-0.026612,-0.0076601
0.000701922,-0.0229803
-0.020844,-0.0109561
-0.0135807,-0.0152897
-0.00390635,-0.020722
-0.0265815,-0.0078127
0.000610367,-0.0227972
-0.0209356,-0.0112308
-0.0133365,-0.0153812
-0.00384531,-0.0204168
-0.0264899,-0.00772114
0.000823995,-0.0231634
-0.020722,-0.0109561
-0.013245,-0.0151371
-0.0036622,-0.0204473
-0.0265815,-0.00784322
0.000701922,-0.0231329
-0.0204778,-0.0112613
-0.0132144,-0.0152897
-0.00384531,-0.0205999
-0.0266425,-0.00762959
0.000793477,-0.0225836
-0.020783,-0.0110476
-0.013367,-0.014893
-0.00384531,-0.0203863
-0.0266425,-0.00796529
0.000671404,-0.0230719
-0.020844,-0.0110476
-0.0134281,-0.014893
-0.00375376,-0.0203557
-0.0265204,-0.00808736
0.000610367,-0.0229498
-0.0206609,-0.0112002
-0.0134281,-0.014954
-0.00405894,-0.0203557
-0.0265204,-0.00796529
0.000793477,-0.0228277
-0.020783,-0.0113223
-0.0131534,-0.0151066
-0.00405894,-0.0203557
-0.0268256,-0.00759907
0.000640885,-0.0227972
-0.0209051,-0.0110476
-0.0134586,-0.0152897
-0.00387583,-0.0206914
-0.0265815,-0.00775166
0.0011597,-0.0228582
-0.0205999,-0.0109866
-0.0135501,-0.014954
-0.00375376,-0.0205999
-0.026612,-0.00759907
0.000854514,-0.0230719
-0.0209661,-0.0111697
-0.0134586,-0.0153507
-0.00378427,-0.0203863
-0.0269172,-0.00793477
0.000671404,-0.0229803
-0.020722,-0.0111087
-0.0132144,-0.014954
-0.00378427,-0.0205388
-0.0267951,-0.0081484
0.000762959,-0.0225531
-0.0209051,-0.0111087
-0.0134281,-0.0152897
-0.00372324,-0.0203863
-0.0268256,-0.00805684
0.000762959,-0.0226751
-0.020844,-0.0113528
-0.0136417,-0.015015
-0.00393687,-0.0204168
-0.026673,-0.00805684
0.000793477,-0.0227362
-0.020722,-0.0110476
-0.0135196,-0.0151676
-0.00411998,-0.0204778
-0.0269782,-0.00787373
0.000457775,-0.0228277
-0.0208745,-0.0114139
-0.0134586,-0.0152897
-0.00390635,-0.0203557
-0.0266425,-0.00787373
0.000671404,-0.0226141
-0.0208135,-0.0114139
-0.0133365,-0.0151371
-0.00390635,-0.0204473
-0.0269477,-0.0081484
0.000701922,-0.0229193
-0.0211492,-0.0111697
-0.0136417,-0.0154118
-0.00378427,-0.0205083
-0.0270393,-0.00793477
0.000610367,-0.0228277
-0.0213934,-0.0114749
-0.0136417,-0.0151371
-0.00393687,-0.0202337
-0.0271613,-0.00805684
0.000762959,-0.0228582
-0.0209051,-0.0109866
-0.0134586,-0.0149845
-0.0039979,-0.0202337
-0.0269782,-0.00784322
0.000610367,-0.0227667
-0.0209051,-0.0113528
-0.0135196,-0.0151676
-0.00415049,-0.0203863
-0.0268256,-0.00802633
0.000823995,-0.0228888
-0.0210882,-0.0113833
-0.0135501,-0.0149845
-0.00384531,-0.0202031
-0.0269782,-0.0081484
0.000640885,-0.0226751
-0.0210882,-0.0112002
-0.0135501,-0.0150761
-0.00387583,-0.0202642
-0.0268561,-0.00808736
0.000885032,-0.0225225
-0.0209661,-0.0111392
-0.0135501,-0.0153202
-0.00384531,-0.0203863
-0.0267646,-0.00820944
0.000762959,-0.0225225
-0.0209661,-0.0112308
-0.0135501,-0.0151371
-0.00384531,-0.0203557
-0.0270698,-0.00811788
0.00073244,-0.0227056
-0.0207525,-0.0112613
-0.0135807,-0.0151066
-0.0039979,-0.0202642
-0.0268561,-0.00833151
0.000701922,-0.0227972
-0.0208135,-0.0113528
-0.0133976,-0.0151371
-0.00350961,-0.0203252
-0.0271308,-0.00823995
0.000823995,-0.0229193
-0.0210882,-0.0112613
-0.0136112,-0.0152287
-0.00411998,-0.0204168
-0.0271003,-0.00802633
0.000793477,-0.0226446
-0.0209661,-0.0113223
-0.0137943,-0.0151066
-0.00402842,-0.0200506
-0.0269172,-0.00808736
0.00103762,-0.0225531
-0.0208135,-0.0113528
-0.0131839,-0.0151371
-0.00375376,-0.0202031
-0.0271003,-0.00820944
0.000701922,-0.0225836
-0.0209356,-0.0112613
-0.0134281,-0.0151066
-0.00384531,-0.0202031
-0.0268561,-0.00827047
0.000762959,-0.0226751
-0.0212103,-0.0112613
-0.0135196,-0.0150761
-0.00354013,-0.0201421
-0.0269477,-0.00802633
0.000640885,-0.0226141
-0.0208135,-0.0112613
-0.0135501,-0.0151371
-0.00372324,-0.0203557
-0.0271003,-0.00811788
0.000854514,-0.0225225
-0.0207525,-0.0113528
-0.013367,-0.014954
-0.00354013,-0.0199895
-0.0269477,-0.00820944
0.000854514,-0.0227056
-0.0211187,-0.0115054
-0.0133365,-0.015015
-0.00369272,-0.0201116
-0.0269782,-0.00802633
0.000640885,-0.0224005
-0.0210271,-0.0114444
-0.0135807,-0.0151066
-0.00387583,-0.0204168
-0.0271308,-0.00811788
0.000823995,-0.0226446
-0.0209966,-0.0113223
-0.0133365,-0.0150761
-0.00369272,-0.0201421
-0.0268867,-0.00823995
0.000946069,-0.0225836
-0.0210271,-0.0109866
-0.0137333,-0.0149235
-0.00384531,-0.0200811
-0.0269782,-0.00808736
0.000885032,-0.0223699
-0.020844,-0.0112308
-0.0134586,-0.0150761
-0.00390635,-0.0201421
-0.0269477,-0.00823995
0.000671404,-0.0224615
-0.0211797,-0.0114139
-0.0134281,-0.0150761
-0.00354013,-0.0201726
-0.0270087,-0.00833151
0.000701922,-0.0222784
-0.0211187,-0.0111392
-0.0136112,-0.0148624
-0.0036622,-0.0200506
-0.0270393,-0.00830099
0.00091555,-0.0224615
-0.020844,-0.0113833
-0.0133365,-0.014954
-0.00329598,-0.02002
-0.0268867,-0.0081484
0.00103762,-0.0227056
-0.0210271,-0.0114749
-0.0132755,-0.0148624
-0.00375376,-0.0201726
-0.0270698,-0.0081484
0.00100711,-0.0223394
-0.0211797,-0.0114444
-0.0137638,-0.0153507
-0.00390635,-0.0200506
-0.0269782,-0.00827047
0.000976587,-0.0222479
-0.0210271,-0.0113528
-0.0135807,-0.0150455
-0.0039979,-0.0202642
-0.0270698,-0.00836203
0.00106814,-0.0223394
-0.0211797,-0.0113223
-0.0133365,-0.0151066
-0.00384531,-0.0198674
-0.0271613,-0.00808736
0.000885032,-0.0224005
-0.0210577,-0.0115359
-0.0136417,-0.0150455
-0.00378427,-0.02002
-0.0274055,-0.00830099
0.000762959,-0.0223089
-0.0211187,-0.0114139
-0.0136112,-0.0151676
-0.00354013,-0.0199895
-0.0272224,-0.00842306
0.00091555,-0.0221563
-0.0209051,-0.0112918
-0.0133976,-0.0153812
-0.00396739,-0.0203252
-0.0269172,-0.00830099
0.000885032,-0.0223089
-0.0211187,-0.0112613
-0.0135196,-0.015015
-0.00393687,-0.0201726
-0.0270698,-0.0081484
0.000610367,-0.0221868
-0.0210577,-0.0112613
-0.0135501,-0.0150455
-0.00384531,-0.0202031
-0.0269172,-0.00842306
0.000854514,-0.0224615
-0.0209966,-0.0112308
-0.0135501,-0.0148319
-0.00393687,-0.0199895
-0.0272529,-0.00820944
0.000793477,-0.0224615
-0.0211492,-0.0112918
-0.0134281,-0.0151676
-0.0036622,-0.0202947
-0.0270698,-0.00817892
0.000640885,-0.0224005
-0.0211492,-0.0115359
-0.0135196,-0.0150761
-0.00387583,-0.0202642
-0.0271308,-0.00817892
0.00100711,-0.0225225
-0.0212408,-0.0113223
-0.0134586,-0.0151676
-0.00393687,-0.0203863
-0.0270698,-0.00830099
0.00106814,-0.0223699
-0.0209661,-0.0114139
-0.0135807,-0.015015
-0.00387583,-0.0203557
-0.0271613,-0.00820944
0.000854514,-0.0222479
-0.0210577,-0.0113528
-0.0135501,-0.0151981
-0.00384531,-0.0200811
-0.0271003,-0.00833151
0.00073244,-0.0222784
-0.0209661,-0.0114444
-0.0136722,-0.0150455
-0.00363168,-0.0200811
-0.0270087,-0.00827047
0.000762959,-0.0221868
-0.0210271,-0.0112613
-0.0136112,-0.0149845
-0.00396739,-0.0201726
-0.0271918,-0.00802633
0.000793477,-0.022431
-0.0209356,-0.0112918
-0.013306,-0.0148624
-0.00381479,-0.019959
-0.0271613,-0.00851462
0.00103762,-0.0225225
-0.0206304,-0.0111392
-0.0137027,-0.0147709
-0.00387583,-0.0200506
-0.0269782,-0.00833151
0.000885032,-0.0223699
-0.0205999,-0.0112613
-0.0134586,-0.0152592
-0.00372324,-0.0201116
-0.0268867,-0.00830099
0.000976587,-0.022492
-0.0210882,-0.0114139
-0.0136417,-0.0149845
-0.00372324,-0.0201421
-0.0272224,-0.00805684
0.000823995,-0.0221563
-0.0213018,-0.0114749
-0.0135501,-0.0151066
-0.00405894,-0.0200506
-0.0271613,-0.00854514
0.000793477,-0.0223394
-0.0212713,-0.0112308
-0.0134281,-0.0151676
-0.00381479,-0.0201726
-0.0271003,-0.00827047
0.000854514,-0.0225225
-0.0211492,-0.0112002
-0.013245,-0.0149235
-0.00369272,-0.0200506
-0.0269172,-0.0081484
0.000976587,-0.022492
-0.0210271,-0.0114139
-0.0134891,-0.0151981
-0.00360116,-0.0201726
-0.027375,-0.00833151
0.000854514,-0.022431
-0.0209966,-0.0114139
-0.013367,-0.0150761
-0.00387583,-0.0198674
-0.0271613,-0.00833151
0.00100711,-0.0223394
-0.0212103,-0.0115359
-0.013367,-0.014954
-0.00390635,-0.0200811
-0.0271003,-0.00811788
0.00091555,-0.0223394
-0.0210577,-0.0114444
-0.0134586,-0.0150455
-0.00350961,-0.02002
-0.0270393,-0.00833151
0.00073244,-0.0223089
-0.0210271,-0.0115359
-0.013367,-0.0151066
-0.0036622,-0.0199895
-0.0269782,-0.00820944
0.00091555,-0.0224005
-0.0213323,-0.0114749
-0.0133976,-0.0152287
-0.00360116,-0.0201726
-0.0269172,-0.00820944
0.000976587,-0.0226446
-0.0210882,-0.0115665
-0.0135807,-0.015015
-0.00384531,-0.0202031
-0.0271918,-0.00827047
0.00103762,-0.0223394
-0.0208135,-0.0113833
-0.0136417,-0.0151676
-0.00390635,-0.0200811
-0.0271918,-0.00823995
0.000762959,-0.0223699
-0.0210271,-0.0111697
-0.0134586,-0.0151676
-0.00381479,-0.0201726
-0.0272834,-0.00823995
0.00091555,-0.0223699
-0.0210882,-0.0116275
-0.0135501,-0.0152287
-0.0039979,-0.019959
-0.027375,-0.00845358
0.000823995,-0.0222479
-0.0209966,-0.0111087
-0.0134586,-0.0152287
-0.00378427,-0.0200811
-0.0275886,-0.00830099
0.000946069,-0.0222784
-0.0211797,-0.0115054
-0.0136722,-0.0151981
-0.00384531,-0.0198369
-0.0270393,-0.00830099
0.000793477,-0.0221258
-0.0210577,-0.0115665
-0.0134586,-0.0151371
-0.00384531,-0.0201116
-0.0271003,-0.00863669
0.000793477,-0.0221868
-0.0209051,-0.0112613
-0.0133365,-0.0151066
-0.00360116,-0.0203252
-0.0272224,-0.00842306
0.000640885,-0.0222784
-0.0209966,-0.0115054
-0.0134586,-0.0150455
-0.00372324,-0.0198064
-0.0268561,-0.00842306
0.000823995,-0.0224005
-0.0210271,-0.0114749
-0.0135501,-0.0148319
-0.00384531,-0.0200811
-0.0270087,-0.00842306
0.000701922,-0.0225531
-0.0210577,-0.011719
-0.0133365,-0.0150761
-0.00375376,-0.02002
-0.0272834,-0.00842306
0.00073244,-0.0224005
-0.0210882,-0.011658
-0.0133976,-0.0154423
-0.00335702,-0.019959
-0.0270698,-0.0084841
0.00091555,-0.0220342
-0.0209356,-0.0113528
-0.0134586,-0.0152287
-0.00354013,-0.019959
-0.0271308,-0.0084841
0.00091555,-0.0223089
-0.020783,-0.0114749
-0.0132144,-0.0149235
-0.00372324,-0.0201726
-0.0267951,-0.00851462
0.00103762,-0.0222784
-0.0213628,-0.0115054
-0.0135196,-0.0152897
-0.00384531,-0.0201421
-0.0270393,-0.00839255
0.00100711,-0.0221868
-0.0210271,-0.0115054
-0.0136112,-0.0152287
-0.00381479,-0.0200506
-0.0274665,-0.00860617
0.000762959,-0.0223699
-0.0209966,-0.0114444
-0.0138248,-0.015015
-0.00372324,-0.019959
-0.0271613,-0.00851462
0.00112918,-0.0222784
-0.0212408,-0.0113833
-0.0136112,-0.0150455
-0.00354013,-0.0199285
-0.0273139,-0.00836203
0.000946069,-0.0223089
-0.0210577,-0.0115359
-0.0133365,-0.0150761
-0.00387583,-0.0201421
-0.0272224,-0.00851462
0.00091555,-0.0224005
-0.0210882,-0.0115665
-0.014069,-0.0150761
-0.00387583,-0.0203863
-0.0272529,-0.00830099
0.000793477,-0.0220648
-0.0209661,-0.0112613
-0.0135807,-0.0152287
-0.00372324,-0.02002
-0.0272224,-0.00836203
0.00106814,-0.0222479
-0.0209661,-0.0113833
-0.0134891,-0.0153202
-0.00384531,-0.019959
-0.0270087,-0.00842306
0.00103762,-0.0220648
-0.0209661,-0.0112002
-0.0134586,-0.0151066
-0.00381479,-0.0199285
-0.0273444,-0.0081484
0.00119022,-0.022431
-0.0211187,-0.0112613
-0.0138553,-0.0148624
-0.00387583,-0.0200811
-0.0271003,-0.00839255
0.00091555,-0.0223089
-0.0210882,-0.0114444
-0.0135807,-0.0151981
-0.00384531,-0.0201726
-0.0270087,-0.00823995
0.000762959,-0.0224005
-0.0212408,-0.0114444
-0.0136417,-0.0150455
-0.00408946,-0.0198369
-0.0272834,-0.0081484
0.00091555,-0.0220037
-0.0210577,-0.0111697
-0.0136417,-0.014954
-0.00381479,-0.0199895
-0.0271003,-0.0081484
0.000946069,-0.0220648
-0.0212713,-0.0112308
-0.0135196,-0.0149235
-0.00381479,-0.02002
-0.0271003,-0.00836203
0.000946069,-0.0224615
-0.0209051,-0.0114749
